;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;11/16/21;;11/16/21;;11/16/21;;11/10/21;;10/11/21;;10/11/21;;11/11/21;;11/11/21;;11/11/21;;11/11/21;;11/11/21;;11/16/21;;11/16/21;;11/16/21;;11/16/21;;11/16/21;;11/16/21;;11/16/21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/4/22;venerdì;;PLASTICA/LATTINE;;;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;;;UMIDO;PLASTICA/LATTINE;;;;CARTA;UMIDO;;UMIDO;;UMIDO;VETRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/5/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/6/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/7/22;lunedì;UMIDO;;UMIDO;;;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;UMIDO;VETRO;;;;;UMIDO;;;;UMIDO;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/8/22;martedì;;;;;UMIDO;;;SECCO;;CARTA;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;UMIDO;;UMIDO;;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/9/22;mercoledì;;;;VETRO;;CARTA;;;;;;VETRO;;;;;;;;;SECCO;;;PLASTICA/LATTINE;;;;SECCO;;VETRO;;SECCO;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/10/22;giovedì;UMIDO;SECCO;UMIDO;PLASTICA/LATTINE;;;UMIDO;;UMIDO;SECCO;;;;SECCO;;;UMIDO;;;CARTA;;PLASTICA/LATTINE;UMIDO;;;;UMIDO;;UMIDO;;;CARTA;;PLASTICA/LATTINE;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/11/22;venerdì;;CARTA;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;;;UMIDO;CARTA;;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/12/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/13/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/14/22;lunedì;UMIDO;;UMIDO;;;;UMIDO;VETRO;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;UMIDO;;;;UMIDO;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/15/22;martedì;;;;;UMIDO;;;;;PLASTICA/LATTINE;UMIDO;;;CARTA;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;SECCO;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/16/22;mercoledì;;;;SECCO;SECCO;PLASTICA/LATTINE;;;;;;SECCO;;VETRO;;;;;;SECCO;;;;CARTA;VETRO;SECCO;;;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/17/22;giovedì;UMIDO;;UMIDO;CARTA;;;UMIDO;;UMIDO;;;;;;;SECCO;UMIDO;SECCO;;PLASTICA/LATTINE;;CARTA;UMIDO;;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/18/22;venerdì;;PLASTICA/LATTINE;;;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;;;UMIDO;PLASTICA/LATTINE;;;;CARTA;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/19/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/20/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/21/22;lunedì;UMIDO;;UMIDO;;;;UMIDO;;UMIDO;VETRO;;CARTA;UMIDO;;UMIDO;;UMIDO;;;;;;UMIDO;;;;UMIDO;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/22/22;martedì;;;;;UMIDO;;;SECCO;;CARTA;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;UMIDO;;UMIDO;;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/23/22;mercoledì;;;;;VETRO;CARTA;;;;;;;;;;;;;;VETRO;SECCO;VETRO;;PLASTICA/LATTINE;;;;SECCO;;;;SECCO;VETRO;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/24/22;giovedì;UMIDO;SECCO;UMIDO;PLASTICA/LATTINE;;;UMIDO;;UMIDO;SECCO;;;;SECCO;;;UMIDO;;;CARTA;;PLASTICA/LATTINE;UMIDO;;;;UMIDO;;UMIDO;;;CARTA;;PLASTICA/LATTINE;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/25/22;venerdì;;CARTA;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;;;UMIDO;CARTA;;VETRO;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/26/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/27/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/28/22;lunedì;UMIDO;;UMIDO;;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;UMIDO;VETRO;;;UMIDO;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/29/22;martedì;;VETRO;;;UMIDO;;;;;PLASTICA/LATTINE;UMIDO;;;CARTA;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;SECCO;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/30/22;mercoledì;;;;SECCO;SECCO;PLASTICA/LATTINE;;;;;;SECCO;;;;VETRO;;;;SECCO;;;;CARTA;;SECCO;;;;SECCO;;VETRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/31/22;giovedì;UMIDO;;UMIDO;CARTA;;;UMIDO;;UMIDO;;;;;;;SECCO;UMIDO;SECCO;;PLASTICA/LATTINE;;CARTA;UMIDO;;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/1/22;venerdì;;PLASTICA/LATTINE;;;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;;;UMIDO;PLASTICA/LATTINE;;;;CARTA;UMIDO;;UMIDO;;UMIDO;VETRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/2/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/3/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/4/22;lunedì;UMIDO;;UMIDO;;;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;UMIDO;VETRO;;;;;UMIDO;;;;UMIDO;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/5/22;martedì;;;;;UMIDO;;;SECCO;;CARTA;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;UMIDO;;UMIDO;;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/6/22;mercoledì;;;;VETRO;;CARTA;;;;;;VETRO;;;;;;;;;SECCO;;;PLASTICA/LATTINE;;;;SECCO;;VETRO;;SECCO;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/7/22;giovedì;UMIDO;SECCO;UMIDO;PLASTICA/LATTINE;;;UMIDO;;UMIDO;SECCO;;;;SECCO;;;UMIDO;;;CARTA;;PLASTICA/LATTINE;UMIDO;;;;UMIDO;;UMIDO;;;CARTA;;PLASTICA/LATTINE;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/8/22;venerdì;;CARTA;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;;;UMIDO;CARTA;;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/9/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/10/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/11/22;lunedì;UMIDO;;UMIDO;;;;UMIDO;VETRO;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;UMIDO;;;;UMIDO;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/12/22;martedì;;;;;UMIDO;;;;;PLASTICA/LATTINE;UMIDO;;;CARTA;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;SECCO;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/13/22;mercoledì;;;;SECCO;SECCO;PLASTICA/LATTINE;;;;;;SECCO;;VETRO;;;;;;SECCO;;;;CARTA;VETRO;SECCO;;;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/14/22;giovedì;UMIDO;;UMIDO;CARTA;;;UMIDO;;UMIDO;;;;;;;SECCO;UMIDO;SECCO;;PLASTICA/LATTINE;;CARTA;UMIDO;;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/15/22;venerdì;;PLASTICA/LATTINE;;;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;;;UMIDO;PLASTICA/LATTINE;;;;CARTA;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/16/22;sabato;;;;;;;;;VETRO;CARTA ;;CARTA;;;;;;;;;;;;;;;;PLASTICA/LATTINE;;;;;;;;PLASTICA/LATTINE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/17/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/18/22;lunedì;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/19/22;martedì;UMIDO;;UMIDO;;UMIDO;;UMIDO;SECCO;UMIDO;;UMIDO;;UMIDO;;UMIDO;CARTA;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/20/22;mercoledì;;;;;VETRO;CARTA;;;;;;;;;;;;;;VETRO;SECCO;VETRO;;PLASTICA/LATTINE;;;;SECCO;;;;SECCO;VETRO;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/21/22;giovedì;UMIDO;SECCO;UMIDO;PLASTICA/LATTINE;;;;;;SECCO;;;;SECCO;;;;;;CARTA;;PLASTICA/LATTINE;;VETRO;;;UMIDO;;UMIDO;;;CARTA;;PLASTICA/LATTINE;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/22/22;venerdì;;CARTA;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;;;UMIDO;CARTA;;VETRO;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/23/22;sabato;;;;;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;PLASTICA/LATTINE;;;UMIDO;;;;;;UMIDO;;;;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/24/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/25/22;lunedì;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/26/22;martedì;UMIDO;VETRO;UMIDO;;UMIDO;;;;;PLASTICA/LATTINE;UMIDO;;UMIDO;CARTA;UMIDO;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;SECCO;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/27/22;mercoledì;;;;SECCO;SECCO;PLASTICA/LATTINE;;;;;;SECCO;;;;VETRO;;;;SECCO;;;;CARTA;;SECCO;;;;SECCO;;VETRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/28/22;giovedì;UMIDO;;UMIDO;CARTA;;;UMIDO;;UMIDO;;;;;;;SECCO;UMIDO;SECCO;;PLASTICA/LATTINE;;CARTA;UMIDO;;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/29/22;venerdì;;PLASTICA/LATTINE;;;UMIDO;;;CARTA;;;UMIDO;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;;;UMIDO;PLASTICA/LATTINE;;;;CARTA;UMIDO;;UMIDO;;UMIDO;VETRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/30/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/1/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/2/22;lunedì;UMIDO;;UMIDO;;;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;UMIDO;VETRO;;;;;UMIDO;;;;UMIDO;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/3/22;martedì;;;;;UMIDO;;;SECCO;;CARTA;UMIDO;;;PLASTICA/LATTINE;;CARTA;;;UMIDO;;UMIDO;;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;;PLASTICA/LATTINE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/4/22;mercoledì;;;;VETRO;;CARTA;;;;;;VETRO;;;;;;;;;SECCO;;;PLASTICA/LATTINE;;;;SECCO;;VETRO;;SECCO;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/5/22;giovedì;UMIDO;SECCO;UMIDO;PLASTICA/LATTINE;;;UMIDO;;UMIDO;SECCO;;;;SECCO;;;UMIDO;;;CARTA;;PLASTICA/LATTINE;UMIDO;;;;UMIDO;;UMIDO;;;CARTA;;PLASTICA/LATTINE;;SECCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/6/22;venerdì;;CARTA;;;UMIDO;;;PLASTICA/LATTINE;;;UMIDO;;UMIDO;;UMIDO;;;CARTA;UMIDO;;UMIDO;;;;UMIDO;CARTA;;;;PLASTICA/LATTINE;UMIDO;;UMIDO;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/7/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
